Time,User full name,Affected user,Event context,Component,Event name,Description,Origin
"27/11/20, 14:08",anonfirstname70 anonlastname70,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '182' viewed the 'assign' activity with course module id '698'.,
"27/11/20, 13:52",anonfirstname31 anonlastname31,-,Course: test_anon,System,Course viewed,The user with id '143' viewed the course with id '11'.,
"27/11/20, 12:51",anonfirstname64 anonlastname64,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '176' viewed the 'assign' activity with course module id '698'.,
"27/11/20, 12:51",anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '176' viewed the feedback for the user with id '176' for the assignment with course module id '698'.,
"27/11/20, 12:51",anonfirstname64 anonlastname64,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '176' has viewed the submission status page for the assignment with course module id '698'.,
"27/11/20, 12:39",anonfirstname64 anonlastname64,-,"File: Research Article: ""Ethical Guidelines for AI in Education: Starting a Conversation""",File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '690'.,
"27/11/20, 12:36",anonfirstname64 anonlastname64,-,File: Analysis of User Roles and the Emergence of Themes in Discussion Forums [optional material],File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '681'.,
"27/11/20, 12:36",anonfirstname64 anonlastname64,-,File: Download Notebook,File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '670'.,
"27/11/20, 12:35",anonfirstname64 anonlastname64,-,File: Natural Language Processing and Learning Analytics [optional reading],File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '671'.,
"27/11/20, 12:34",anonfirstname31 anonlastname31,-,"URL: Talk by Abelado Pardo: ""Privacy and ethics of Learning Analytics""",URL,Course module viewed,The user with id '143' viewed the 'url' activity with course module id '689'.,
"27/11/20, 12:34",anonfirstname64 anonlastname64,-,File: Notebook: The Gradebook download,File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '665'.,
"27/11/20, 12:34",anonfirstname64 anonlastname64,-,Course: test_anon,System,Course viewed,The user with id '176' viewed the course with id '11'.,
"27/11/20, 12:34",anonfirstname64 anonlastname64,-,Forum: Week 7: Bring Discussion Forward!,Forum,Discussion viewed,The user with id '176' has viewed the discussion with id '37' in the forum with course module id '666'.,
"27/11/20, 12:33",anonfirstname64 anonlastname64,-,Forum: Week 7: Bring Discussion Forward!,Forum,Course module viewed,The user with id '176' viewed the 'forum' activity with course module id '666'.,
"27/11/20, 12:31",anonfirstname64 anonlastname64,-,File: Slides of Webinar 2,File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '645'.,
"27/11/20, 12:30",anonfirstname64 anonlastname64,-,File: Better to be frustrated than bored!,File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '643'.,
"27/11/20, 12:30",anonfirstname64 anonlastname64,-,File: Computational Methods for the Analysis of Learning and Knowledge Building Communities,File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '642'.,
"27/11/20, 12:29",anonfirstname64 anonlastname64,-,File: Some basics about descriptives,File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '641'.,
"27/11/20, 12:29",anonfirstname64 anonlastname64,-,File: Research Paper with OULAD,File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '620'.,
"27/11/20, 12:29",anonfirstname64 anonlastname64,-,File: Data Descriptor: Open University Learning Analytics dataset (OULAD),File,Course module viewed,The user with id '176' viewed the 'resource' activity with course module id '619'.,
"27/11/20, 12:28",anonfirstname64 anonlastname64,-,"URL: Reading Material 2: Eric Duval : ""Attention Please! Learning Analytics for Visualization and Recommendation'",URL,Course module viewed,The user with id '176' viewed the 'url' activity with course module id '615'.,
"27/11/20, 12:27",anonfirstname64 anonlastname64,-,"URL: Reading Material 1: Dragan Gasevic, Shane Dawson, George Siemens: ""Let’s not forget: Learning analytics are about learning""",URL,Course module viewed,The user with id '176' viewed the 'url' activity with course module id '614'.,
"27/11/20, 12:09",anonfirstname31 anonlastname31,-,File: Part of the EU Regulation 2016/679 ,File,Course module viewed,The user with id '143' viewed the 'resource' activity with course module id '688'.,
"27/11/20, 11:40",anonfirstname31 anonlastname31,-,Course: test_anon,System,Course viewed,The user with id '143' viewed the course with id '11'.,
"26/11/20, 17:37",anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '160' viewed the 'assign' activity with course module id '698'.,
"26/11/20, 17:37",anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '160' viewed the feedback for the user with id '160' for the assignment with course module id '698'.,
"26/11/20, 17:37",anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '160' has viewed the submission status page for the assignment with course module id '698'.,
"26/11/20, 16:21",anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: test_anon,User report,Grade user report viewed,The user with id '143' viewed the user report in the gradebook.,
"26/11/20, 14:24",anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '160' viewed the 'assign' activity with course module id '698'.,
"26/11/20, 14:24",anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '160' viewed the feedback for the user with id '160' for the assignment with course module id '698'.,
"26/11/20, 14:24",anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '160' has viewed the submission status page for the assignment with course module id '698'.,
"26/11/20, 14:16",anonfirstname59 anonlastname59,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '640'.,
"26/11/20, 14:16",anonfirstname59 anonlastname59,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '171' has viewed the submission status page for the assignment with course module id '640'.,
"26/11/20, 14:16",anonfirstname59 anonlastname59,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '171' viewed the instance list for the module 'assign' in the course with id '11'.,
"26/11/20, 14:15",anonfirstname59 anonlastname59,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '171' has viewed the submission status page for the assignment with course module id '640'.,
"26/11/20, 14:15",anonfirstname59 anonlastname59,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '171' viewed the 'assign' activity with course module id '640'.,
"26/11/20, 14:14",anonfirstname59 anonlastname59,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '171' viewed the instance list for the module 'assign' in the course with id '11'.,
"26/11/20, 14:14",anonfirstname59 anonlastname59,-,Course: test_anon,System,Course viewed,The user with id '171' viewed the course with id '11'.,
"26/11/20, 11:56",anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '160' viewed the 'assign' activity with course module id '698'.,
"26/11/20, 11:56",anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '160' viewed the feedback for the user with id '160' for the assignment with course module id '698'.,
"26/11/20, 11:56",anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '160' has viewed the submission status page for the assignment with course module id '698'.,
"26/11/20, 11:55",anonfirstname48 anonlastname48,-,Quiz: Weekly Mini Quiz,Quiz,Course module viewed,The user with id '160' viewed the 'quiz' activity with course module id '697'.,
"26/11/20, 11:55",anonfirstname48 anonlastname48,-,Course: test_anon,System,Course viewed,The user with id '160' viewed the course with id '11'.,
"26/11/20, 11:21",anonfirstname12 anonlastname12,-,Quiz: Weekly Mini Quiz,Quiz,Course module viewed,The user with id '124' viewed the 'quiz' activity with course module id '697'.,
"26/11/20, 11:20",anonfirstname12 anonlastname12,-,Course: test_anon,System,Course viewed,The user with id '124' viewed the course with id '11'.,
"26/11/20, 10:57",anonfirstname62 anonlastname62,-,URL: Ulrich Hoppe: Talk to the LASI-NL Network,URL,Course module viewed,The user with id '174' viewed the 'url' activity with course module id '646'.,
"26/11/20, 10:56",anonfirstname62 anonlastname62,-,URL: Ulrich Hoppe: Talk for DANCE,URL,Course module viewed,The user with id '174' viewed the 'url' activity with course module id '647'.,
"26/11/20, 10:56",anonfirstname62 anonlastname62,-,URL: Ulrich Hoppe: Talk to the LASI-NL Network,URL,Course module viewed,The user with id '174' viewed the 'url' activity with course module id '646'.,
"26/11/20, 10:55",anonfirstname62 anonlastname62,-,Course: test_anon,System,Course viewed,The user with id '174' viewed the course with id '11'.,
"26/11/20, 10:55",anonfirstname62 anonlastname62,-,URL: Video Discussion of Week 7,URL,Course module viewed,The user with id '174' viewed the 'url' activity with course module id '667'.,
"26/11/20, 10:45",anonfirstname62 anonlastname62,-,URL: Video Discussion of Week 7,URL,Course module viewed,The user with id '174' viewed the 'url' activity with course module id '667'.,
"26/11/20, 10:45",anonfirstname62 anonlastname62,-,Forum: Week 7: Bring Discussion Forward!,Forum,Discussion viewed,The user with id '174' has viewed the discussion with id '37' in the forum with course module id '666'.,
"26/11/20, 10:43",anonfirstname62 anonlastname62,-,Forum: Week 7: Bring Discussion Forward!,Forum,Discussion viewed,The user with id '174' has viewed the discussion with id '37' in the forum with course module id '666'.,
"26/11/20, 10:43",anonfirstname62 anonlastname62,-,Forum: Week 7: Bring Discussion Forward!,Forum,Course module viewed,The user with id '174' viewed the 'forum' activity with course module id '666'.,
"26/11/20, 10:40",anonfirstname62 anonlastname62,-,URL: Video recording of the Webinar,URL,Course module viewed,The user with id '174' viewed the 'url' activity with course module id '680'.,
"26/11/20, 10:40",anonfirstname62 anonlastname62,-,Course: test_anon,System,Course viewed,The user with id '174' viewed the course with id '11'.,
"26/11/20, 10:39",anonfirstname73 anonlastname73,-,Course: test_anon,System,Course viewed,The user with id '185' viewed the course with id '11'.,
"26/11/20, 10:39",anonfirstname62 anonlastname62,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '174' viewed the 'assign' activity with course module id '698'.,
"26/11/20, 10:39",anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '174' viewed the feedback for the user with id '174' for the assignment with course module id '698'.,
"26/11/20, 10:39",anonfirstname62 anonlastname62,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '174' has viewed the submission status page for the assignment with course module id '698'.,
"26/11/20, 10:35",anonfirstname62 anonlastname62,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '174' viewed the 'assign' activity with course module id '698'.,
"26/11/20, 10:35",anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '174' viewed the feedback for the user with id '174' for the assignment with course module id '698'.,
"26/11/20, 10:35",anonfirstname62 anonlastname62,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '174' has viewed the submission status page for the assignment with course module id '698'.,
"26/11/20, 10:35",anonfirstname62 anonlastname62,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '174' viewed the instance list for the module 'assign' in the course with id '11'.,
"26/11/20, 10:35",anonfirstname62 anonlastname62,-,Course: test_anon,System,Course viewed,The user with id '174' viewed the course with id '11'.,
"26/11/20, 08:40",anonfirstname67 anonlastname67,-,Course: test_anon,System,Course viewed,The user with id '179' viewed the course with id '11'.,
"26/11/20, 06:38",anonfirstname64 anonlastname64,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '176' viewed the 'assign' activity with course module id '640'.,
"26/11/20, 06:38",anonfirstname64 anonlastname64,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '176' has viewed the submission status page for the assignment with course module id '640'.,
"26/11/20, 06:38",anonfirstname64 anonlastname64,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '176' viewed the instance list for the module 'assign' in the course with id '11'.,
"26/11/20, 06:38",anonfirstname64 anonlastname64,-,Course: test_anon,System,Course viewed,The user with id '176' viewed the course with id '11'.,
"26/11/20, 03:34",anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Course: test_anon,User report,Grade user report viewed,The user with id '176' viewed the user report in the gradebook.,
"26/11/20, 03:34",anonfirstname64 anonlastname64,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '176' viewed the instance list for the module 'assign' in the course with id '11'.,
"26/11/20, 03:33",anonfirstname64 anonlastname64,-,Course: test_anon,System,Course viewed,The user with id '176' viewed the course with id '11'.,
"25/11/20, 22:56",anonfirstname66 anonlastname66,-,URL: Video Discussion of Week 8,URL,Course module viewed,The user with id '178' viewed the 'url' activity with course module id '673'.,
"25/11/20, 22:56",anonfirstname66 anonlastname66,-,Course: test_anon,System,Course viewed,The user with id '178' viewed the course with id '11'.,
"25/11/20, 19:29",anonfirstname56 anonlastname56,-,URL: Video recording of the Webinar,URL,Course module viewed,The user with id '168' viewed the 'url' activity with course module id '680'.,
"25/11/20, 19:29",anonfirstname56 anonlastname56,-,Course: test_anon,System,Course viewed,The user with id '168' viewed the course with id '11'.,
"25/11/20, 19:28",anonfirstname56 anonlastname56,-,Course: test_anon,System,Course viewed,The user with id '168' viewed the course with id '11'.,
"25/11/20, 18:25",anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '160' viewed the feedback for the user with id '160' for the assignment with course module id '698'.,
"25/11/20, 18:25",anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '160' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 18:25",anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '160' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 18:25",anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Course: test_anon,User report,Grade user report viewed,The user with id '160' viewed the user report in the gradebook.,
"25/11/20, 18:24",anonfirstname48 anonlastname48,-,Course: test_anon,System,Course viewed,The user with id '160' viewed the course with id '11'.,
"25/11/20, 16:03",anonfirstname31 anonlastname31,-,Course: test_anon,System,Course viewed,The user with id '143' viewed the course with id '11'.,
"25/11/20, 16:03",anonfirstname31 anonlastname31,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '143' viewed the 'assign' activity with course module id '640'.,
"25/11/20, 16:03",anonfirstname31 anonlastname31,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '143' has viewed the submission status page for the assignment with course module id '640'.,
"25/11/20, 16:02",anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: test_anon,User report,Grade user report viewed,The user with id '143' viewed the user report in the gradebook.,
"25/11/20, 15:11",anonfirstname12 anonlastname12,anonfirstname8 anonlastname8,Quiz: Weekly Mini Quiz,Quiz,Quiz attempt reviewed,The user with id '124' has had their attempt with id '790' reviewed by the user with id '120' for the quiz with course module id '697'.,
"25/11/20, 15:11",anonfirstname12 anonlastname12,-,Quiz: Weekly Mini Quiz,Quiz,Quiz report viewed,The user with id '124' viewed the report 'overview' for the quiz with course module id '697'.,
"25/11/20, 15:11",anonfirstname12 anonlastname12,-,Quiz: Weekly Mini Quiz,Quiz,Course module viewed,The user with id '124' viewed the 'quiz' activity with course module id '697'.,
"25/11/20, 15:11",anonfirstname12 anonlastname12,-,Course: test_anon,System,Course viewed,The user with id '124' viewed the course with id '11'.,
"25/11/20, 15:06",anonfirstname69 anonlastname69,-,Course: test_anon,System,Course viewed,The user with id '181' viewed the course with id '11'.,
"25/11/20, 14:36",anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Course: test_anon,User report,Grade user report viewed,The user with id '176' viewed the user report in the gradebook.,
"25/11/20, 14:35",anonfirstname64 anonlastname64,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '176' viewed the instance list for the module 'assign' in the course with id '11'.,
"25/11/20, 14:35",anonfirstname64 anonlastname64,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '176' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 14:35",anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '176' viewed the feedback for the user with id '176' for the assignment with course module id '698'.,
"25/11/20, 14:35",anonfirstname64 anonlastname64,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '176' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 14:34",anonfirstname69 anonlastname69,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '181' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 14:34",anonfirstname69 anonlastname69,anonfirstname69 anonlastname69,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '181' viewed the feedback for the user with id '181' for the assignment with course module id '698'.,
"25/11/20, 14:34",anonfirstname69 anonlastname69,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '181' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 14:31",anonfirstname69 anonlastname69,-,Course: test_anon,System,Course viewed,The user with id '181' viewed the course with id '11'.,
"25/11/20, 14:30",anonfirstname69 anonlastname69,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '181' viewed the instance list for the module 'assign' in the course with id '11'.,
"25/11/20, 14:30",anonfirstname69 anonlastname69,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '181' viewed the 'assign' activity with course module id '640'.,
"25/11/20, 14:30",anonfirstname69 anonlastname69,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '181' has viewed the submission status page for the assignment with course module id '640'.,
"25/11/20, 14:29",anonfirstname67 anonlastname67,-,Course: test_anon,System,Course viewed,The user with id '179' viewed the course with id '11'.,
"25/11/20, 14:19",anonfirstname61 anonlastname61,-,Course: test_anon,System,Course viewed,The user with id '173' viewed the course with id '11'.,
"25/11/20, 14:18",anonfirstname61 anonlastname61,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '173' viewed the 'assign' activity with course module id '640'.,
"25/11/20, 14:18",anonfirstname61 anonlastname61,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '173' has viewed the submission status page for the assignment with course module id '640'.,
"25/11/20, 14:18",anonfirstname61 anonlastname61,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '173' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 14:18",anonfirstname61 anonlastname61,anonfirstname61 anonlastname61,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '173' viewed the feedback for the user with id '173' for the assignment with course module id '698'.,
"25/11/20, 14:18",anonfirstname61 anonlastname61,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '173' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 14:18",anonfirstname61 anonlastname61,anonfirstname61 anonlastname61,Course: test_anon,User report,Grade user report viewed,The user with id '173' viewed the user report in the gradebook.,
"25/11/20, 14:18",anonfirstname61 anonlastname61,-,Course: test_anon,System,Course viewed,The user with id '173' viewed the course with id '11'.,
"25/11/20, 13:53",anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Quiz: Weekly Mini Quiz,Quiz,Quiz attempt started,The user with id '172' has started the attempt with id '800' for the quiz with course module id '697'.,
"25/11/20, 13:53",anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Quiz: Weekly Mini Quiz,Quiz,Quiz attempt viewed,The user with id '172' has viewed the attempt with id '800' belonging to the user with id '172' for the quiz with course module id '697'.,
"25/11/20, 13:53",anonfirstname60 anonlastname60,-,Quiz: Weekly Mini Quiz,Quiz,Course module viewed,The user with id '172' viewed the 'quiz' activity with course module id '697'.,
"25/11/20, 13:52",anonfirstname60 anonlastname60,-,Course: test_anon,System,Course viewed,The user with id '172' viewed the course with id '11'.,
"25/11/20, 13:46",anonfirstname60 anonlastname60,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '172' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 13:46",anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '172' viewed the feedback for the user with id '172' for the assignment with course module id '698'.,
"25/11/20, 13:46",anonfirstname60 anonlastname60,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '172' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 13:45",anonfirstname60 anonlastname60,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '172' has viewed the submission status page for the assignment with course module id '640'.,
"25/11/20, 13:45",anonfirstname60 anonlastname60,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '172' viewed the 'assign' activity with course module id '640'.,
"25/11/20, 13:24",anonfirstname65 anonlastname65,-,Course: test_anon,System,Course viewed,The user with id '177' viewed the course with id '11'.,
"25/11/20, 13:11",anonfirstname49 anonlastname49,anonfirstname49 anonlastname49,Course: test_anon,User report,Grade user report viewed,The user with id '161' viewed the user report in the gradebook.,
"25/11/20, 13:10",anonfirstname49 anonlastname49,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '161' has viewed the submission status page for the assignment with course module id '640'.,
"25/11/20, 13:10",anonfirstname49 anonlastname49,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '161' viewed the 'assign' activity with course module id '640'.,
"25/11/20, 13:10",anonfirstname49 anonlastname49,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '161' viewed the instance list for the module 'assign' in the course with id '11'.,
"25/11/20, 13:09",anonfirstname49 anonlastname49,-,Course: test_anon,System,Course viewed,The user with id '161' viewed the course with id '11'.,
"25/11/20, 12:53",anonfirstname58 anonlastname58,anonfirstname58 anonlastname58,Course: test_anon,User report,Grade user report viewed,The user with id '170' viewed the user report in the gradebook.,
"25/11/20, 12:53",anonfirstname58 anonlastname58,-,Course: test_anon,System,Course viewed,The user with id '170' viewed the course with id '11'.,
"25/11/20, 12:52",anonfirstname58 anonlastname58,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '170' viewed the instance list for the module 'assign' in the course with id '11'.,
"25/11/20, 12:47",anonfirstname54 anonlastname54,-,Course: test_anon,System,Course viewed,The user with id '166' viewed the course with id '11'.,
"25/11/20, 12:43",anonfirstname67 anonlastname67,anonfirstname67 anonlastname67,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '179' viewed the feedback for the user with id '179' for the assignment with course module id '698'.,
"25/11/20, 12:43",anonfirstname67 anonlastname67,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '179' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 12:42",anonfirstname67 anonlastname67,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 12:42",anonfirstname67 anonlastname67,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '640'.,
"25/11/20, 12:42",anonfirstname67 anonlastname67,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '179' has viewed the submission status page for the assignment with course module id '640'.,
"25/11/20, 12:35",anonfirstname66 anonlastname66,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '178' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 12:35",anonfirstname66 anonlastname66,anonfirstname66 anonlastname66,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '178' viewed the feedback for the user with id '178' for the assignment with course module id '698'.,
"25/11/20, 12:35",anonfirstname66 anonlastname66,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '178' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 12:33",anonfirstname67 anonlastname67,-,Course: test_anon,System,Course viewed,The user with id '179' viewed the course with id '11'.,
"25/11/20, 12:32",anonfirstname66 anonlastname66,-,Course: test_anon,System,Course viewed,The user with id '178' viewed the course with id '11'.,
"25/11/20, 12:29",anonfirstname68 anonlastname68,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Course module viewed,The user with id '180' viewed the 'assign' activity with course module id '640'.,
"25/11/20, 12:29",anonfirstname68 anonlastname68,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '180' has viewed the submission status page for the assignment with course module id '640'.,
"25/11/20, 12:28",anonfirstname68 anonlastname68,-,Course: test_anon,System,Course viewed,The user with id '180' viewed the course with id '11'.,
"25/11/20, 12:26",anonfirstname68 anonlastname68,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '180' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 12:26",anonfirstname68 anonlastname68,anonfirstname68 anonlastname68,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '180' viewed the feedback for the user with id '180' for the assignment with course module id '698'.,
"25/11/20, 12:26",anonfirstname68 anonlastname68,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '180' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 12:22",anonfirstname62 anonlastname62,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '174' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 12:22",anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '174' viewed the feedback for the user with id '174' for the assignment with course module id '698'.,
"25/11/20, 12:22",anonfirstname62 anonlastname62,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '174' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 12:20",anonfirstname62 anonlastname62,-,Course: test_anon,Assignment,Course module instance list viewed,The user with id '174' viewed the instance list for the module 'assign' in the course with id '11'.,
"25/11/20, 12:20",anonfirstname62 anonlastname62,-,Course: test_anon,System,Course viewed,The user with id '174' viewed the course with id '11'.,
"25/11/20, 12:11",anonfirstname12 anonlastname12,-,Course: test_anon,System,Course viewed,The user with id '124' viewed the course with id '11'.,
"25/11/20, 11:59",anonfirstname73 anonlastname73,anonfirstname73 anonlastname73,Course: test_anon,User report,Grade user report viewed,The user with id '185' viewed the user report in the gradebook.,
"25/11/20, 11:59",anonfirstname73 anonlastname73,-,Course: test_anon,System,Course viewed,The user with id '185' viewed the course with id '11'.,
"25/11/20, 11:57",anonfirstname65 anonlastname65,-,Course: test_anon,System,Course viewed,The user with id '177' viewed the course with id '11'.,
"25/11/20, 11:55",anonfirstname65 anonlastname65,anonfirstname65 anonlastname65,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '177' viewed the feedback for the user with id '177' for the assignment with course module id '698'.,
"25/11/20, 11:55",anonfirstname65 anonlastname65,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '177' has viewed the submission status page for the assignment with course module id '698'.,
"25/11/20, 11:55",anonfirstname65 anonlastname65,-,Assignment: Assignment 3,Assignment,Course module viewed,The user with id '177' viewed the 'assign' activity with course module id '698'.,
"25/11/20, 11:55",anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '640'.,
